ID,gene_x,J,J cut-point,J sensitivity,J specificity,J F1,CZ,CZ cut-point,CZ sensitivity,CZ specificity,CZ F1,ER,ER cut-point,ER sensitivity,ER specificity,ER F1,UI,UI cut-point,UI sensitivity,UI specificity,UI F1,AUC,t_dbeta_avg,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene_y,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg25792961,USP19,0.225756442,0.01,0.814070352,0.808510638,0.81128097,0.352186464,0.01,0.814070352,0.808510638,0.81128097,0.588721532,0.01,0.814070352,0.808510638,0.81128097,0.929648241,0.04,0.814070352,0.808510638,0.81128097,0.078851705,0.01135886,0.01135886,0.037506739,5.729445821,1.38E-08,4.05E-08,8.300319236,0.027347579,0.038706439,0.01135886,3,49158358,R,II,USP19,TSS200,island,TSS200-island,chr3:49157768-49158463,,,high-CpG:49133175-49133393,,
cg16997989,ANKRD12,0.12258099,0.01,0.736180905,0.936170213,0.824217626,0.253929221,0.01,0.736180905,0.936170213,0.824217626,0.712157046,0.01,0.736180905,0.936170213,0.824217626,0.959798995,0.04,0.736180905,0.936170213,0.824217626,0.041377098,0.004879849,0.004879849,0.022432226,3.03308118,0.002491021,0.00387539,-3.23494514,0.018067776,0.022947626,0.004879849,18,9136565,R,I,ANKRD12,TSS200,island,TSS200-island,chr18:9136088-9137594,,,,,
cg02603726,ARL6IP1,0.090773014,0.01,0.763819095,0.893617021,0.82363566,0.160910938,0.01,0.763819095,0.893617021,0.82363566,0.828503388,0.01,0.763819095,0.893617021,0.82363566,0.991018924,0.03,0.763819095,0.893617021,0.82363566,0.009515663,0.002788838,0.002788838,0.023992459,3.032113838,0.002498935,0.003887061,-3.237847187,0.021498173,0.024287011,0.002788838,16,18812963,F,I,ARL6IP1,TSS200,island,TSS200-island,chr16:18812387-18813399,,,,,
cg03387111,PCNP,0.114401796,0.02,0.748743719,0.957446809,0.840330869,0.246979579,0.01,0.748743719,0.957446809,0.840330869,0.713403527,0.01,0.748743719,0.957446809,0.840330869,0.914359029,0.01,0.748743719,0.957446809,0.840330869,0.069763712,0.005736582,0.005736582,0.036188017,3.030109444,0.002515406,0.003911011,-3.243857523,0.031057321,0.036793903,0.005736582,3,101292956,F,I,PCNP,TSS200,island,TSS200-island,chr3:101292885-101293612,,,,,
cg07696178,FANCA,0.168662461,0.01,0.864321608,0.808510638,0.835485108,0.232171496,0.01,0.864321608,0.808510638,0.835485108,0.751068595,0.01,0.864321608,0.808510638,0.835485108,0.987437186,0.03,0.864321608,0.808510638,0.835485108,0.013471613,0.003306769,0.003306769,0.021171427,3.191884126,0.001463105,0.002351407,-2.74625416,0.018213912,0.021520681,0.003306769,16,89883191,R,I,FANCA,TSS200,island,TSS200-island,chr16:89882392-89883458,,,,,rs36233287
cg21304884,SHMT1,0.141184647,0.01,0.796482412,0.872340426,0.832687318,0.234523682,0.01,0.796482412,0.872340426,0.832687318,0.742216774,0.01,0.796482412,0.872340426,0.832687318,0.989949749,0.03,0.796482412,0.872340426,0.832687318,0.021811184,0.005412906,0.005412906,0.038634968,5.748098751,1.24E-08,3.66E-08,8.403483887,0.033793762,0.039206668,0.005412906,17,18266870,R,I,SHMT1,TSS200,island,TSS200-island,chr17:18266422-18267007,,,high-CpG:18207416-18207602,,
cg25168288,RAD9A,0.138672084,0.01,0.972361809,0.680851064,0.800905416,0.232331872,0.01,0.972361809,0.680851064,0.800905416,0.744692019,0.01,0.972361809,0.680851064,0.800905416,0.98241206,0.03,0.972361809,0.680851064,0.800905416,0.021490431,0.003568194,0.003568194,0.019994584,3.358634821,0.000816573,0.001360131,-2.206893843,0.016803255,0.02037145,0.003568194,11,67159296,R,I,RAD9A,TSS200,island,TSS200-island,chr11:67159170-67159971,,,,,
cg19935481,TLE3,0.18892334,0.02,0.77638191,0.957446809,0.857459994,0.276168074,0.02,0.77638191,0.957446809,0.857459994,0.695238002,0.02,0.77638191,0.957446809,0.857459994,0.581631562,0.01,0.77638191,0.957446809,0.857459994,0.223457714,0.008561879,0.008561879,0.058426536,3.028379466,0.002529703,0.003931858,-3.249041873,0.050768945,0.059330824,0.008561879,15,70390365,F,II,TLE3,TSS200,island,TSS200-island,chr15:70387929-70393206,,,high-CpG:68176750-68177434,,
cg24623434,RPP14,0.164278841,0.01,0.874371859,0.893617021,0.883889695,0.312466588,0.01,0.874371859,0.893617021,0.883889695,0.634077567,0.01,0.874371859,0.893617021,0.883889695,0.947236181,0.03,0.874371859,0.893617021,0.883889695,0.066983855,0.005265308,0.005265308,0.031916,3.112751363,0.001912789,0.00302442,-2.992822125,0.027206803,0.032472111,0.005265308,3,58291823,F,I,RPP14,TSS200,island,TSS200-island,chr3:58291813-58292385,,,,,
cg26694616,MAP2K3,0.118250829,0.02,0.836683417,0.85106383,0.843812359,0.271303325,0.01,0.836683417,0.85106383,0.843812359,0.685036412,0.01,0.836683417,0.85106383,0.843812359,0.947236181,0.04,0.836683417,0.85106383,0.843812359,0.061156848,0.006022239,0.006022239,0.030141469,3.1959605,0.001442825,0.002320852,-2.733388808,0.024755286,0.030777525,0.006022239,17,21187827,R,I,MAP2K3,TSS200,island,TSS200-island,chr17:21187552-21188443,,,,,
cg16780890,AMIGO2,0.100502513,0.02,0.773869347,0.872340426,0.820159771,0.197049075,0.01,0.773869347,0.872340426,0.820159771,0.780147257,0.01,0.773869347,0.872340426,0.820159771,0.969849246,0.05,0.773869347,0.872340426,0.820159771,0.03295734,0.006872317,0.006872317,0.024761077,3.138267739,0.001755512,0.002790234,-2.91397747,0.0186146,0.025486917,0.006872317,12,47473763,R,I,AMIGO2,TSS200,island,TSS200-island,chr12:47473177-47474120,TRUE,,,,
cg12905688,RBM5,0.261573827,0.01,0.791457286,0.914893617,0.848710799,0.396664172,0.01,0.791457286,0.914893617,0.848710799,0.524492634,0.01,0.791457286,0.914893617,0.848710799,0.849406608,0.03,0.791457286,0.914893617,0.848710799,0.153988025,-0.006544934,-0.006544934,0.057038336,-3.196299262,0.001441151,0.002318331,-2.732318924,0.062892008,0.056347073,-0.006544934,3,50126276,R,I,RBM5,TSS200,island,TSS200-island,chr3:50126252-50127204,,,,,
cg23807196,PSMD9,0.120228804,0.01,0.826633166,0.893617021,0.85882097,0.271356784,0.01,0.826633166,0.893617021,0.85882097,0.68683433,0.01,0.826633166,0.893617021,0.85882097,0.94857265,0.03,0.826633166,0.893617021,0.85882097,0.04744467,0.003987087,0.003987087,0.029594799,3.185592566,0.001494924,0.002399299,-2.766079316,0.02602882,0.030015907,0.003987087,12,122326605,F,I,PSMD9,TSS200,island,TSS200-island,chr12:122326482-122327044,,,high-CpG:120810982-120811174,,
cg12158982,SAMM50,0.213193628,0.01,0.763819095,0.957446809,0.84974222,0.342563883,0.01,0.763819095,0.957446809,0.84974222,0.600269736,0.01,0.763819095,0.957446809,0.84974222,0.949748744,0.04,0.763819095,0.957446809,0.84974222,0.06898856,0.00839968,0.00839968,0.041734577,3.021459066,0.00258764,0.004016406,-3.269751721,0.034222055,0.042621734,0.00839968,22,44351189,F,I,SAMM50,TSS200,island,TSS200-island,chr22:44350902-44351662,,,,rs16991214,
cg23511432,GFRA3,0.348230514,0.02,0.743718593,0.914893617,0.820473152,0.41740618,0.01,0.743718593,0.914893617,0.820473152,0.501572014,0.01,0.743718593,0.914893617,0.820473152,0.851758794,0.38,0.743718593,0.914893617,0.820473152,0.152410991,0.115570211,0.115570211,0.127853009,5.612717502,2.66E-08,7.59E-08,7.661805826,0.024489089,0.140059301,0.115570211,5,137610255,F,I,GFRA3,TSS200,island,TSS200-island,chr5:137610105-137610311,TRUE,TRUE,,,
cg13999099,IL6ST,0.12172565,0.02,0.75879397,0.85106383,0.802284652,0.294611355,0.02,0.75879397,0.85106383,0.802284652,0.652375984,0.02,0.75879397,0.85106383,0.802284652,0.615738266,0.03,0.75879397,0.85106383,0.802284652,0.226451406,0.01583386,0.01583386,0.082194278,5.710267834,1.54E-08,4.50E-08,8.194575339,0.068032758,0.083866619,0.01583386,5,55290899,F,I,IL6ST,TSS200,island,TSS200-island,chr5:55290335-55291389,,,high-CpG:55326358-55326682,,
cg26274946,HTRA1,0.201646531,0.03,0.826633166,0.914893617,0.868526875,0.330802951,0.02,0.826633166,0.914893617,0.868526875,0.601000382,0.02,0.826633166,0.914893617,0.868526875,0.428258313,0.01,0.826633166,0.914893617,0.868526875,0.319148936,0.013924638,0.013924638,0.115969842,3.091079536,0.002056439,0.003237345,-3.05929264,0.103515897,0.117440534,0.013924638,10,124220856,R,I,HTRA1,TSS200,island,TSS200-island,chr10:124220338-124222240,,,,,
cg02783103,ZNF365,0.335988453,0.01,0.748743719,0.914893617,0.823521851,0.412701807,0.01,0.748743719,0.914893617,0.823521851,0.536175929,0.01,0.748743719,0.914893617,0.823521851,0.954239282,0.07,0.748743719,0.914893617,0.823521851,0.046749706,0.022730598,0.022730598,0.057736227,3.089128011,0.00206985,0.003257209,-3.065255933,0.037406389,0.060136986,0.022730598,10,64133812,R,I,ZNF365,TSS200,island,TSS200-island,chr10:64133789-64134420,TRUE,,,,
cg08540010,TMEM189,0.16214049,0.01,0.83919598,0.936170213,0.885034628,0.179514594,0.01,0.83919598,0.936170213,0.885034628,0.816860055,0.01,0.83919598,0.936170213,0.885034628,1,0.04,0.83919598,0.936170213,0.885034628,0.00264621,0.003023494,0.003023494,0.022751044,3.085784793,0.002093011,0.003291077,-3.075463271,0.020046885,0.023070379,0.003023494,20,48770450,F,I,TMEM189,TSS200,island,TSS200-island,chr20:48769945-48770709,,,,,
cg10189095,CNNM4,0.059446167,0.01,0.798994975,0.808510638,0.803724643,0.148187747,0.01,0.798994975,0.808510638,0.803724643,0.840927079,0.01,0.798994975,0.808510638,0.803724643,0.989575537,0.03,0.798994975,0.808510638,0.803724643,0.011493638,0.002816582,0.002816582,0.016440921,3.083565563,0.002108516,0.003313922,-3.082232933,0.01392182,0.016738403,0.002816582,2,97426478,R,I,CNNM4,TSS200,island,TSS200-island,chr2:97426335-97426554,,,,,
cg01380821,ST6GALNAC2,0.161766278,0.01,0.796482412,0.914893617,0.851591541,0.310595531,0.01,0.796482412,0.914893617,0.851591541,0.636378242,0.01,0.796482412,0.914893617,0.851591541,0.947236181,0.03,0.796482412,0.914893617,0.851591541,0.06765209,0.007750419,0.007750419,0.031257371,5.659902528,2.04E-08,5.90E-08,7.918439667,0.024325535,0.032075954,0.007750419,17,74582181,F,II,ST6GALNAC2,TSS200,island,TSS200-island,chr17:74580974-74582396,TRUE,,high-CpG:72093476-72093825,,
cg00495462,LIN9,0.238479632,0.01,0.826633166,0.787234043,0.806452681,0.372607719,0.01,0.826633166,0.787234043,0.806452681,0.558262569,0.01,0.826633166,0.787234043,0.806452681,0.929648241,0.04,0.826633166,0.787234043,0.806452681,0.079466481,0.012473808,0.012473808,0.061172953,3.082596362,0.002115321,0.003323884,-3.085187941,0.050016603,0.062490411,0.012473808,1,226497359,R,II,LIN9,TSS200,island,TSS200-island,chr1:226496361-226497501,,,,,
cg02737609,DHDDS,0.113065327,0.02,0.763819095,0.914893617,0.832558436,0.207420079,0.01,0.763819095,0.914893617,0.832558436,0.770807077,0.01,0.763819095,0.914893617,0.832558436,0.97450016,0.05,0.763819095,0.914893617,0.832558436,0.026569015,0.004719491,0.004719491,0.026875213,3.082536607,0.002115741,0.003324454,-3.085370099,0.022654185,0.027373677,0.004719491,1,26758790,R,I,DHDDS,TSS200,island,TSS200-island,chr1:26758492-26758856,,,high-CpG:26631368-26631506,,
cg14870383,LPCAT3,0.240190313,0.01,0.766331658,0.872340426,0.815907089,0.284614562,0.01,0.766331658,0.872340426,0.815907089,0.698900753,0.01,0.766331658,0.872340426,0.815907089,0.987971774,0.05,0.766331658,0.872340426,0.815907089,0.013551802,0.007082119,0.007082119,0.030298151,5.503729578,4.87E-08,1.35E-07,7.076690789,0.023964031,0.03104615,0.007082119,12,7126003,R,II,LPCAT3,TSS200,island,TSS200-island,chr12:7125534-7126356,,,,,
cg08498830,CD151,0.002512563,0.17,0.77638191,0.936170213,0.848821601,0.117502406,0.02,0.77638191,0.936170213,0.848821601,0.91260476,0.03,0.77638191,0.936170213,0.848821601,0.275098899,0.02,0.77638191,0.936170213,0.848821601,0.208622902,-0.009010795,-0.009010795,0.070413107,-3.081585007,0.002122443,0.00333434,-3.088270504,0.0784722,0.069461405,-0.009010795,11,832797,R,II,CD151,TSS200,island,TSS200-island,chr11:829284-833558,TRUE,,high-CpG:822721-823009,,
cg04276370,IGF2R,0.197637122,0.02,0.793969849,0.85106383,0.821526063,0.350261948,0.01,0.793969849,0.85106383,0.821526063,0.577248694,0.01,0.793969849,0.85106383,0.821526063,0.866834171,0.03,0.793969849,0.85106383,0.821526063,0.156099647,0.006196319,0.006196319,0.088200236,3.165105137,0.001603013,0.002561836,-2.830371684,0.082658359,0.088854678,0.006196319,6,160390055,R,I,IGF2R,TSS200,island,TSS200-island,chr6:160389832-160390890,,,high-CpG:160310018-160310376,,
cg11121825,WIPI1,0.138190955,0.02,0.804020101,0.957446809,0.874051593,0.258205923,0.01,0.804020101,0.957446809,0.874051593,0.701387744,0.01,0.804020101,0.957446809,0.874051593,0.944723618,0.03,0.804020101,0.957446809,0.874051593,0.061905271,0.004817728,0.004817728,0.041144836,3.080874641,0.002127459,0.003341394,-3.090435075,0.036835946,0.041653674,0.004817728,17,66453769,F,I,WIPI1,TSS200,island,TSS200-island,chr17:66453349-66454137,,,,,
cg19763319,FUZ,0.270982572,0.01,0.859296482,0.936170213,0.896087656,0.386827756,0.01,0.859296482,0.936170213,0.896087656,0.547518075,0.01,0.859296482,0.936170213,0.896087656,0.927135678,0.06,0.859296482,0.936170213,0.896087656,0.078744788,0.033137097,0.033137097,0.053667934,3.173026471,0.001560394,0.002497734,-2.805561533,0.02403071,0.057167807,0.033137097,19,50316468,R,I,FUZ,TSS200,island,TSS200-island,chr19:50316211-50316469,,,,,
cg05286874,ABCA1,0.295627072,0.01,0.75879397,0.936170213,0.838200971,0.359243024,0.01,0.75879397,0.936170213,0.838200971,0.607379056,0.01,0.75879397,0.936170213,0.838200971,0.974446702,0.08,0.75879397,0.936170213,0.838200971,0.026595745,0.014313808,0.014313808,0.034470739,3.080406137,0.002130773,0.003346373,-3.091862395,0.021668726,0.035982534,0.014313808,9,107690485,R,II,ABCA1,TSS200,island,TSS200-island,chr9:107689847-107690798,,,high-CpG:106730205-106730353,,
cg10600917,ACADS,0.273869347,0.09,0.844221106,0.765957447,0.803187251,0.323318721,0.04,0.844221106,0.765957447,0.803187251,0.62782677,0.02,0.844221106,0.765957447,0.803187251,0.503688656,0.01,0.844221106,0.765957447,0.803187251,0.290147546,0.094012521,0.094012521,0.150362903,5.661590914,2.02E-08,5.85E-08,7.927659651,0.066279795,0.160292316,0.094012521,12,121163489,R,II,ACADS,TSS200,island,TSS200-island,chr12:121163472-121163913,,TRUE,,,
cg10652091,SNED1,0.278199508,0.01,0.82160804,0.85106383,0.836076576,0.363519726,0.01,0.82160804,0.85106383,0.836076576,0.591908366,0.01,0.82160804,0.85106383,0.836076576,0.962311558,0.05,0.82160804,0.85106383,0.836076576,0.039452582,0.01286726,0.01286726,0.042247856,3.1037819,0.001971084,0.003111062,-3.020387836,0.03073961,0.04360687,0.01286726,2,241938193,F,I,SNED1,TSS200,island,TSS200-island,chr2:241937716-241938468,,,,,
cg23780514,CYB5A,0.207847749,0.02,0.793969849,0.914893617,0.850153288,0.342563883,0.01,0.793969849,0.914893617,0.850153288,0.5897557,0.01,0.793969849,0.914893617,0.850153288,0.764353683,0.01,0.793969849,0.914893617,0.850153288,0.208569443,0.015601806,0.015601806,0.082311686,5.664933987,1.99E-08,5.74E-08,7.945923141,0.068357712,0.083959518,0.015601806,18,71959249,F,II,CYB5A,TSS200,island,TSS200-island,chr18:71958141-71959770,,,,,
cg26472301,ID1,0.210520689,0.01,0.796482412,0.893617021,0.842258422,0.325029402,0.01,0.796482412,0.893617021,0.842258422,0.62790139,0.01,0.796482412,0.893617021,0.842258422,0.96749706,0.04,0.796482412,0.893617021,0.842258422,0.041377098,0.005481621,0.005481621,0.027767818,3.077021887,0.002154852,0.003381439,-3.102166372,0.022865155,0.028346776,0.005481621,20,30192992,F,II,ID1,TSS200,island,TSS200-island,chr20:30192854-30194025,,,,,
cg26918957,TNFRSF10B,0.239816102,0.04,0.72361809,0.936170213,0.816284463,0.377525928,0.04,0.72361809,0.936170213,0.816284463,0.549963551,0.04,0.72361809,0.936170213,0.816284463,0.262536085,0.03,0.72361809,0.936170213,0.816284463,0.469448305,0.036328493,0.036328493,0.179452771,5.496261627,5.07E-08,1.41E-07,7.036990238,0.146961221,0.183289713,0.036328493,8,22926800,R,I,TNFRSF10B,TSS200,island,TSS200-island,chr8:22925655-22926912,,,,,
cg03617406,SMAD2,0.104351545,0.02,0.844221106,0.765957447,0.803187251,0.254463808,0.01,0.844221106,0.765957447,0.803187251,0.704784979,0.01,0.844221106,0.765957447,0.803187251,0.93718593,0.03,0.844221106,0.765957447,0.803187251,0.062947717,0.004613879,0.004613879,0.029711,3.068721717,0.002214971,0.003470371,-3.127390831,0.02558443,0.030198309,0.004613879,18,45457601,R,I,SMAD2,TSS200,island,TSS200-island,chr18:45456484-45458024,,,,,
cg22608170,MAPK4,0.216401155,0.02,0.844221106,0.765957447,0.803187251,0.324762108,0.01,0.844221106,0.765957447,0.803187251,0.608291334,0.01,0.844221106,0.765957447,0.803187251,0.811130119,0.01,0.844221106,0.765957447,0.803187251,0.1643323,0.014518759,0.014518759,0.062121322,3.171648109,0.001567734,0.002508805,-2.809883013,0.049136005,0.063654764,0.014518759,18,48086411,R,I,MAPK4,TSS200,island,TSS200-island,chr18:48085838-48087589,,,high-CpG:46340400-46340590,,
cg19315202,TMPRSS2,0.129797926,0.02,0.748743719,1,0.856321839,0.243772052,0.01,0.748743719,1,0.856321839,0.715960398,0.01,0.748743719,1,0.856321839,0.676948573,0.01,0.748743719,1,0.856321839,0.15553833,0.01373329,0.01373329,0.05698812,3.067926115,0.002220814,0.003479104,-3.129805182,0.044705312,0.058438602,0.01373329,21,42880095,F,I,TMPRSS2,TSS200,island,TSS200-island,chr21:42878751-42880674,TRUE,,high-CpG:41801855-41801989,,
cg23335269,RBM17,0.12391746,0.01,0.791457286,0.829787234,0.810169156,0.265048647,0.01,0.791457286,0.829787234,0.810169156,0.696604796,0.01,0.791457286,0.829787234,0.810169156,0.962097723,0.03,0.791457286,0.829787234,0.810169156,0.047845611,0.004494976,0.004494976,0.029678717,3.065858042,0.002236067,0.003501666,-3.136078145,0.025658491,0.030153467,0.004494976,10,6130793,F,I,RBM17,TSS200,island,TSS200-island,chr10:6130786-6131774,,,,,
cg25376238,FXYD5,0.245696568,0.04,0.804020101,0.829787234,0.816700478,0.36293168,0.03,0.804020101,0.829787234,0.816700478,0.564059815,0.03,0.804020101,0.829787234,0.816700478,0.436384048,0.02,0.804020101,0.829787234,0.816700478,0.36509676,0.033171709,0.033171709,0.119958867,5.709243571,1.55E-08,4.52E-08,8.188937007,0.090290687,0.123462395,0.033171709,19,35645610,F,I,FXYD5,TSS200,island,TSS200-island,chr19:35645597-35646047,,,,,
cg21948591,MAPK6,0.094782423,0.01,0.791457286,0.936170213,0.857752885,0.207420079,0.01,0.791457286,0.936170213,0.857752885,0.770807077,0.01,0.791457286,0.936170213,0.857752885,0.98241206,0.03,0.791457286,0.936170213,0.857752885,0.023575323,0.0033891,0.0033891,0.019013567,3.063504069,0.002253547,0.003527299,-3.143213267,0.015982418,0.019371517,0.0033891,15,52311380,R,I,MAPK6,TSS200,island,TSS200-island,chr15:52311220-52312180,,,high-CpG:50098655-50099476,,
cg02571907,ADPRH,0.161605902,0.01,0.834170854,0.872340426,0.85282877,0.294718272,0.01,0.834170854,0.872340426,0.85282877,0.660817617,0.01,0.834170854,0.872340426,0.85282877,0.94728964,0.24,0.834170854,0.872340426,0.85282877,0.05273709,0.030810951,0.030810951,0.068568387,3.079843113,0.002134761,0.003352122,-3.093577395,0.041011627,0.071822577,0.030810951,3,119298511,R,II,ADPRH,TSS200,island,TSS200-island,chr3:119298284-119298983,,TRUE,high-CpG:120781045-120781299,,
cg20081364,ISM1,0.196140276,0.03,0.791457286,0.936170213,0.857752885,0.342563883,0.01,0.791457286,0.936170213,0.857752885,0.5897557,0.01,0.791457286,0.936170213,0.857752885,0.741312948,0.02,0.791457286,0.936170213,0.857752885,0.197075805,0.021776425,0.021776425,0.084827851,3.019494604,0.002604307,0.00404055,-3.275622075,0.065351407,0.087127833,0.021776425,20,13202225,F,I,ISM1,TSS200,island,TSS200-island,chr20:13200670-13202616,TRUE,,,,
cg27176828,G0S2,0.371859296,0.05,0.836683417,0.872340426,0.854139948,0.412594889,0.02,0.836683417,0.872340426,0.854139948,0.510982208,0.02,0.836683417,0.872340426,0.854139948,0.679942265,0.01,0.836683417,0.872340426,0.854139948,0.285362985,0.09352769,0.09352769,0.138849384,5.596298441,2.92E-08,8.29E-08,7.572973755,0.0551999,0.14872759,0.09352769,1,209848550,F,I,G0S2,TSS200,island,TSS200-island,chr1:209848443-209849428,TRUE,TRUE,,rs79763330,
cg06830503,ARG2,0.21351438,0.01,0.748743719,0.914893617,0.823521851,0.362664386,0.01,0.748743719,0.914893617,0.823521851,0.565914851,0.01,0.748743719,0.914893617,0.823521851,0.875601411,0.03,0.748743719,0.914893617,0.823521851,0.113118785,0.011998151,0.011998151,0.045731491,5.352167269,1.11E-07,2.96E-07,6.28084349,0.03500056,0.046998711,0.011998151,14,68086556,R,I,ARG2,TSS200,island,TSS200-island,chr14:68086277-68086957,,,,,
cg15084286,PLEKHA7,0.100662889,0.03,0.846733668,0.872340426,0.859346332,0.283545387,0.01,0.846733668,0.872340426,0.859346332,0.661251822,0.01,0.846733668,0.872340426,0.859346332,0.757671335,0.01,0.846733668,0.872340426,0.859346332,0.154121672,0.007975204,0.007975204,0.053235736,3.211062838,0.001369929,0.002211191,-2.685584816,0.046102856,0.054078061,0.007975204,11,17036142,F,I,PLEKHA7,TSS200,island,TSS200-island,chr11:17034843-17036404,TRUE,,,rs35115039,
cg07459525,SORBS3,0.299957233,0.01,0.816582915,0.893617021,0.853365009,0.413503689,0.01,0.816582915,0.893617021,0.853365009,0.512803046,0.01,0.816582915,0.893617021,0.853365009,0.906072918,0.03,0.816582915,0.893617021,0.853365009,0.096626751,0.017858936,0.017858936,0.055563068,3.121834397,0.001855375,0.002939266,-2.964828067,0.039590357,0.057449293,0.017858936,8,22409131,R,II,SORBS3,TSS200,island,TSS200-island,chr8:22408672-22409635,TRUE,,,,
cg24053610,PIK3AP1,0.188602587,0.01,0.849246231,0.872340426,0.86063843,0.221319363,0.01,0.849246231,0.872340426,0.86063843,0.770020916,0.01,0.849246231,0.872340426,0.86063843,0.99470758,0.09,0.849246231,0.872340426,0.86063843,0.006415054,0.006593137,0.006593137,0.029870292,3.121586715,0.001856919,0.002941566,-2.965592485,0.023973508,0.030566646,0.006593137,10,98480470,F,II,PIK3AP1,TSS200,island,TSS200-island,chr10:98479725-98480487,TRUE,TRUE,,,
cg11659435,BCL2L1,0.333155137,0.01,0.728643216,0.893617021,0.802741712,0.371645461,0.01,0.728643216,0.893617021,0.802741712,0.606383891,0.01,0.728643216,0.893617021,0.802741712,0.994974874,0.04,0.728643216,0.893617021,0.802741712,0.0162782,0.006384941,0.006384941,0.038288948,5.36084643,1.06E-07,2.83E-07,6.325855648,0.032578372,0.038963313,0.006384941,20,30310674,F,I,BCL2L1,TSS200,island,TSS200-island,chr20:30310503-30310707,TRUE,,,,
cg03780430,LPIN1,0.229445098,0.01,0.804020101,0.893617021,0.846454213,0.348123597,0.01,0.804020101,0.893617021,0.846454213,0.59699067,0.01,0.804020101,0.893617021,0.846454213,0.935796001,0.03,0.804020101,0.893617021,0.846454213,0.066021597,0.008337484,0.008337484,0.055834529,5.877025123,5.90E-09,1.80E-08,9.125040606,0.048377633,0.056715117,0.008337484,2,11886637,R,I,LPIN1,TSS200,island,TSS200-island,chr2:11886249-11887207,,,,,
cg00949022,PIBF1,0.229124345,0.01,0.746231156,0.957446809,0.838746117,0.311237036,0.01,0.746231156,0.957446809,0.838746117,0.65576207,0.01,0.746231156,0.957446809,0.838746117,0.977386935,0.04,0.746231156,0.957446809,0.838746117,0.030150754,0.004253862,0.004253862,0.024157471,2.998201704,0.00279137,0.004312072,-3.339011085,0.020352893,0.024606755,0.004253862,13,73356224,F,I,PIBF1,TSS200,island,TSS200-island,chr13:73355703-73356612,,,high-CpG:72254180-72254443,rs2298303,
cg04375472,ZNF84,0.121939485,0.02,0.698492462,0.978723404,0.815197297,0.267507752,0.01,0.698492462,0.978723404,0.815197297,0.691560832,0.01,0.698492462,0.978723404,0.815197297,0.947824228,0.04,0.698492462,0.978723404,0.815197297,0.054982359,0.007048062,0.007048062,0.030848619,2.979174662,0.002968843,0.004568114,-3.395282696,0.024544959,0.031593021,0.007048062,12,133613766,F,I,ZNF84,TSS200,island,TSS200-island,chr12:133613765-133614525,,,,,
cg11697226,TNFRSF11A,0.242702876,0.02,0.713567839,0.936170213,0.80985094,0.366246124,0.01,0.713567839,0.936170213,0.80985094,0.560061282,0.01,0.713567839,0.936170213,0.80985094,0.871057415,0.04,0.713567839,0.936170213,0.80985094,0.134823051,0.022459882,0.022459882,0.062097505,2.997429811,0.002798377,0.00432215,-3.341300757,0.04200979,0.064469672,0.022459882,18,59992385,F,I,TNFRSF11A,TSS200,island,TSS200-island,chr18:59992069-59993556,TRUE,,,,
cg10469181,SEC11A,0.066663103,0.03,0.816582915,0.936170213,0.872296947,0.248583342,0.01,0.816582915,0.936170213,0.872296947,0.709649989,0.01,0.816582915,0.936170213,0.872296947,0.862557468,0.01,0.816582915,0.936170213,0.872296947,0.08259382,0.006583407,0.006583407,0.03294562,3.20123961,0.001416946,0.002281599,-2.716703679,0.02705754,0.033640946,0.006583407,15,85259681,R,I,SEC11A,TSS200,island,TSS200-island,chr15:85258839-85259825,,,,,
cg08871809,TPM1,0.232652625,0.02,0.874371859,0.765957447,0.816581932,0.339784027,0.01,0.874371859,0.765957447,0.816581932,0.589932178,0.01,0.874371859,0.765957447,0.816581932,0.835721159,0.03,0.874371859,0.765957447,0.816581932,0.159440821,0.021187794,0.021187794,0.066033228,3.228053341,0.001291996,0.002093057,-2.63154096,0.047083246,0.06827104,0.021187794,15,63334761,R,I,TPM1,TSS200,island,TSS200-island,chr15:63334233-63336063,,,high-CpG:61121430-61123336,,
cg10349879,METAP2,0.059125414,0.03,0.763819095,0.957446809,0.84974222,0.255212231,0.01,0.763819095,0.957446809,0.84974222,0.701240784,0.01,0.763819095,0.957446809,0.84974222,0.890837165,0.02,0.763819095,0.957446809,0.84974222,0.072997969,0.005329102,0.005329102,0.027957324,2.996324507,0.002808438,0.004336693,-3.34457842,0.023191071,0.028520173,0.005329102,12,95867775,F,I,METAP2,TSS200,island,TSS200-island,chr12:95867584-95868019,,,,,
cg24543097,RBCK1,0.231797284,0.01,0.713567839,0.914893617,0.801785832,0.333582808,0.01,0.713567839,0.914893617,0.801785832,0.621743006,0.01,0.713567839,0.914893617,0.801785832,0.964663744,0.03,0.713567839,0.914893617,0.801785832,0.036512349,0.00412801,0.00412801,0.047688725,2.981585128,0.002945803,0.004535079,-3.388173275,0.043996708,0.048124717,0.00412801,20,388556,F,I,RBCK1,TSS200,island,TSS200-island,chr20:388472-389342,,,,,
